index,comment,n_star,date_time,label
2587,"Máy mua hơn 1 tháng, xài tốt, pin trâu sử dụng 1 ngày, không bị lỗi. Nếu các bạn muốn câu hình cao và nhiều tinh năng hơn thì mua dòng cao cấp mà dùng.",4,2 ngày trước,{BATTERY#Positive};{PERFORMANCE#Neutral};{GENERAL#Positive};{OTHERS};
2588,Máy dành cho dân game.. cảm ứng hơi khó chịu .... Không đc mượt cảm ứng ... Đừng ai chê camera này mọ nhé.. nhấn mạnh lại máy để chơi game....,3,1/2/2020,{FEATURES#Negative};{PERFORMANCE#Positive};{OTHERS};
2589,K đáng đồng tiền bỏ ra. Thực sự là quá tệ. máy lag đơ liên tục. Tgdd ra cái mua luôn. Quảng cáo thì quá hay mà dùng thì quá chán. Khuyên chân thành ai có ý định mua thì dừng lại,1,10/3/2020,{PERFORMANCE#Negative};{PRICE#Negative};{GENERAL#Negative};{OTHERS};
2590,Pin 4000ma nhanh het pin lắm ngày sạc hai 3 lần nếu dung nhiều camera đẹp lắm lúc đơ cảm ứng không nhận đợi một lúc được,2,1 tuần trước,{CAMERA#Positive};{FEATURES#Negative};{BATTERY#Negative};
2591,"Sản phẩm okie, pin trâu, màn hình tạm thui, màu hơi nhạt. Camera chụp bình thường, không đẹp lắm. Được cái cấu hình mạnh, pin khỏe nên với mức giá này là quá ổn rồi.",5,25/12/2019,{SCREEN#Negative};{CAMERA#Neutral};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
2592,Sử dụng đc 5 ngày rất hài lòng về sản phầm này camera chụp hình đẹp pin dùng cảm thấy khá lâu bộ nhớ 128G Ram 6G nhưng có vẻ vi sử lý này chưa đc mạnh cho lắm.,5,9/10/2019,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Negative};{GENERAL#Positive};{OTHERS};
2593,"Dùng hơn tháng, ko nhận diện đc khuông mặt, 1 số ứng dụng tự động dừng, chơi game máy lang",1,15/05/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{OTHERS};
2594,Dung lượng pin quá ít. Sài k đến 2 buổi là hết pin. Thêm 500k nữa mua a92 tuyệt vời hơn rất nhiều.,1,2/6/2020,{BATTERY#Negative};{OTHERS};
2595,"Mình nhận được em 9S ngày ngày đầu ra mắt thị trường nhà. Đến hiện tại thì rất OK, mọi thứ đều ổn. Đặc biệt pin quá trâu bò, chơi game mượt mà không nóng máy nha,loa rõ, camera cũng đẹp nữa.... Rất thích em nó #XiaomiRedmiNote9S.",5,22/04/2020,{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};
2596,"Mới mua một cái. Pin trâu. Cam ổn. Nhu cầu chơi game quá im lun.nói chúng là hài lòng. Nhân viên phục vụ nhiệt tình, dễ thương.",5,9/3/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};
2597,"Tôi mua máy SS A70 tại cửa hàng TGDD, sau khi được cập nhật lên Android 10 thì bắt đầu máy giật đơ màn hình, không thể cảm ứng, pin tuột nhanh, máy tự nóng bất thường, sạc rất lâu. Vậy cho hỏi cái này mình đem xuống cửa hàng để bảo hành và có đc trung tâm samsung hỗ trợ không ?",2,31/05/2020,{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};{SER&ACC#Neutral};{OTHERS};
2598,"Camera sắc nét, pin trâu, màn hình khá rộng, vân tay siêu nhanh, lướt rất mượt và siêu nhạy nữa, mgiá thành phù hợp với mọi người. Các anh chị nhân viên ở điện máy xanh tư vấn rất nhiệt tình lại vui vẻ nữa ạ",5,24/04/2020,{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Positive};{SER&ACC#Positive};
2599,"Pin dòng redmi note 7 đang bị lỗi, hao quá nhanh, khuyên anh em đừng mua. Một số máy khác còn có lỗi bóng mờ",1,29/09/2019,{SCREEN#Negative};{BATTERY#Negative};{GENERAL#Negative};
2600,"Mới mua 2 ngày mọi thứ đều ổn , tiếc chút là viền cảm ứng lúc chơi game bấm k đc",4,2/5/2020,{FEATURES#Negative};{GENERAL#Positive};{OTHERS};
2601,"Mình mua dùng được 3 tuần, vẫn chưa thấy lỗi gì như các bạn nhận xét ở trên. Mình dùng thấy pin rất trâu, dùng cường độ cao như mình qua ngày mới phải sạc, chơi liên quân mượt và không nóng máy, pubg tạm được, màn hình to giải trí rất tốt, không phải lo nghĩ về việc hết pin",5,10/8/2020,{SCREEN#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{OTHERS};
2602,"Mua chưa được 1 tuần, hiện tại thì ổn chưa thấy gì, nhân viên tư vấn nhiệt tình lắm,...",4,22/03/2020,{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};
2603,Tôi đã mua và trả lại loa nhỏ cam xấu wifi bắt rất yếu đôi lúc không bắt được nói chung chưa ổn,3,21/02/2020,{CAMERA#Negative};{FEATURES#Negative};{BATTERY#Negative};{GENERAL#Negative};{OTHERS};
2604,"Mua ở TGDD thì khỏi lo về chính sách bảo hành nha mn.
Hầu như tất cả các đồ điện tử trong nhà mình đều mua ở TGDD_ DMX",5,16/03/2020,{SER&ACC#Positive};{OTHERS};
2605,đừng lượng pin 5000 nhưng không dùng pin vẫn tụt dù ứng dụng ngầm đã tắt. sạc pin 100% không dùng mà tụt đến 3%,2,4/10/2019,{BATTERY#Negative};
2606,Máy bị lỗi nóng máy gởi video tắt nguồn mà kêu khách hàng đem về sài vài ngày là hết vô lý,1,21/03/2019,{PERFORMANCE#Negative};{SER&ACC#Negative};
2607,điện thoại mua được 3 ngày xài thấy ổn lắm. Giá vừa phải. mọi người nên mua dùng,5,4/3/2020,{PRICE#Positive};{GENERAL#Positive};{OTHERS};
2608,"Điện thoại quá tệ dùng thì ổn nhưng tầm 3 - 4 tháng thì cực kỳ giật lag.. phần mềm quay thì âm thanh lúc tổ lúc nhỏ , thu wifi yếu",1,5/8/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Positive};
2609,"Máy sử dụng ổn, pin cực trâu có thêm sạc nhanh cũng kha khá. Camera trước hơi tệ, không mượt. Âm thanh khi mở to bị rè. Nhưng với mức giá này là rất ổn.",4,7/7/2020,{CAMERA#Negative};{FEATURES#Negative};{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};
2610,Lên mua redmi 8 k có tư vấn mua cái máy này . h chỉ muốn lên chọi vào mặt nv :) sản phẩm bị lỗi mà dám đứng đó giới thiệu pr các thứ ??? Mà lỗi cũng hay lắm lúc test vs mới mua về k bị đâu . chưa dc 1 tuần nó cứ cà giật cà giật k xài cái gì lướt lướt ngoài màn hình cũng giật :) cửa hàng lớn có mặt trên cả nước mà làm ăn như lừa đảo ... Sợ . đánh giá hết 1 lần thì k duyệt . lần này k duyệt nữa thì lên FB mà giải thích nha,1,2 tuần trước,{PERFORMANCE#Negative};{SER&ACC#Negative};{OTHERS};
2611,Mình mới mua 2 ngày.hình ảnh và video trên fb xem rất nhòe và mờ.pin cũng không trâu lắm.có đêm ra TGDD hỏi.nhân viên nói là do mạng mình.chứ lên wifi cũng vậy.trong khi mạng 4g mình xài điện thoại cũ vẫn bình thường,2,2/11/2019,{SCREEN#Negative};{BATTERY#Negative};{OTHERS};
2612,"Chào bạn
Minh mua máy mới 5 ng.Zalo luu về bị treo máy ,pin tụt nhanh .chụp hình thì ổn .
Sóng hơi yếu không lên nổi 4 cục sống đang ngoài đường
.thường tụt sóng .thường hay quảng cáo bất thường .",3,5/10/2019,{CAMERA#Positive};{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};{OTHERS};
2613,"Mới mua hôm qua . (Sau mấy ngày tìm hiểu cái điện thoại này ) mk thấy đt có luôn bản cập nhật t3 rồi có nhận diện khuôn mặt , nhưng thingr thoảng tối không nhận được . Bắt mạng khá tốt không thấy bị lỗi . Pin thì trâu thật . Nói chung là ổn lắm .",5,16/04/2020,{FEATURES#Neutral};{BATTERY#Positive};{GENERAL#Positive};{OTHERS};
2614,"Pin khỏe, đèn siêu sáng, loa to, nhân viên nhiệt tình. Nhưng gửi tin nhắn lâu, bấm kết thúc cuộc gọi phải mất 2 3s vào thời gian nữa, loa trong nói chuyện ra cả loa ngoài, nhìn chung nếu mua cho người lớn tuổi cần loa to thì rất ok còn làm mây phụ thì mất riêng tư lắm.",3,3/9/2019,{SCREEN#Positive};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Negative};{SER&ACC#Positive};{OTHERS};
2615,"Mua được 7 tháng rồi. Thích là máy nhẹ thi thoảng rơi vào mặt ko sưng. Pin khỏe,chơi pubg mức setting trung bình thôi,để cao nóng giật lắm. Liên quân thì ko ngại max luôn",5,2 tuần trước,{BATTERY#Positive};{PERFORMANCE#Neutral};{DESIGN#Positive};{OTHERS};
2616,Máy ăn đứt mấy cái ss 15 củ và trong tầm giá. Xài ko có gì phải bàn cải. Giá ngon bổ rẻ chiến liên quân bao phê.,5,21/02/2020,{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};
2617,Điện thoại sài ổn nhưng không hiểu sao cứ để không qua đêm là bị sụt mất 10-12% mặc dù đã tắt hết đa nhiệm,5,10/3/2020,{BATTERY#Positive};{GENERAL#Positive};
2618,"Máy mới mua xài được hơn tuần mình thấy mấy xài rất OK .Pin trâu ,màn hình mượt ,chỉ có chụp hình với quay phim là ko được chuẩn làm.Nói chung trong tâm giá dưới 4tr là rất OK số với samsung rồi.",5,17/03/2020,{CAMERA#Negative};{FEATURES#Positive};{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};
2619,"Máy OK lắm ạ máy mượt pin trâu,cấu hình tốt,nhân viên nhiệt tình,hiệu năng cao cho 100 sao luôn",5,14/06/2019,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
2620,"Camera mờ thấy nó quá ảo,  mua từ tháng 12/2019 giờ tháng 5 2020 máy hay bị đơ lag,  đơ tới nỗi k làm gì dc k tắt màn hình dc luôn.  Để 5p nó tự  tắt nguồn mới đc. Mình là nữ xài mà nó còn vậy. Tức bán luôn rồi",1,16/05/2020,{CAMERA#Negative};{PERFORMANCE#Negative};{OTHERS};
2621,SS a20s pin sạc thường baoo lâu thì đầy pin.còn sạc nhanh thời gian bao lâu. Mua máy ở thegioididong mà về 5 tiếng mới đầy quá lâu có phải bị lỗi không,3,4/11/2019,{BATTERY#Neutral};
2622,Sao điện Zalo mờ quá với chụp hình cũng vậy. Thất vọng .chơi game thì mượt có cái chụp hình không ok cho lắm,4,11/5/2019,{CAMERA#Negative};{PERFORMANCE#Positive};{GENERAL#Positive};
2623,"Mua đc 2ngày . ức chế với cảm ứng vân tay.tệ dã mang đt mới mà bắt văn tay như khỉ họ..chán kém thất vọg.sai lầm..trong tầm đc nhiều con ngon hơn.. đâu faỉ rẻ mà tệ.lần đầu xài Oppo cũng là lần cuối..
nhân viên thì OK.vui vẻ nhiệt tình thân thiện dễ thương",3,29/01/2020,{FEATURES#Negative};{PRICE#Negative};{GENERAL#Negative};{SER&ACC#Positive};{OTHERS};
2624,"Điện thoại mk mới mua dùng mượt mà. rẻ mà đa tính năng. nhân viên phục vụ nhiệt tình,chu đáo và rất dễ thương.",5,15/01/2020,{FEATURES#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{SER&ACC#Positive};
2625,"Dùng được 1 tháng cảm nhận thực tế như sau: Pin tốt, camera khá, vân tay nhanh và nhạy, thiết kế tương đối. Hiệu năng chưa tốt, màn hình chưa đẹp, xử lý tác vụ và đa nhiệm chưa mượt, có phần kém hơn dòng galaxy j.",2,13/11/2019,{SCREEN#Negative};{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Negative};{DESIGN#Neutral};
2626,"nhân viên tư vấn nhiệt tình chu đáo. Xài cảm thấy ổn trong tầm giá, chiến game mượt.",5,25/06/2019,{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};
2627,"Mua dk 2 tháng rồi. Vẫn đẹp lung linh và pin xài rất lâu nha mấy chế. Sạc nhanh dễ sợ, máy mượt ghê gớm ý. Đáng đồng tiền bát gạo",5,2 tuần trước,{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Positive};{OTHERS};
2628,"Máy phản hồi nhanh, bắt sóng wifi tốt, sử dụng khá mát tay, chơi game rất mượt và ổn định.",5,10/3/2020,{FEATURES#Positive};{PERFORMANCE#Positive};
2629,Mọi thứ điều tốt chỉ mỗi có cái là camera có vài họt bụi liti rất nhỏ xem thử đi,3,2/7/2019,{DESIGN#Negative};{GENERAL#Positive};
2630,"Máy kết nối 3G và 4G rất yêu không kết nối được, màn hình HD hơi mờ không rõ nét so với màn hinh 6,5 inch, mọi cái còn lại đều OK.",3,2/10/2019,{SCREEN#Negative};{FEATURES#Negative};
2631,Em ms mua ip7lus được hơn 1 tháng! Bây h cục sạc em đang có vấn đề em cắm sạc thì nó báo sạc rồi nháy nháy khi em rút cục sạc ra thì điện thoại vẫn đang báo sạc và liên tục nháy như kiểu cứ cắm điện rút điện cảm thấy rất khó chịu! Sau 1 tháng thì khi em vào app để cái ứng dụng yêu cầu vân tay em ấn vân tay không có nhận vân !,4,1/7/2019,{FEATURES#Negative};{BATTERY#Negative};{OTHERS};
2632,Máy quá kém so với mức giá.chơi game lag giật k chơi nổi dù đã hạ cấu hình game xuống mức thấp nhất,1,1/1/2020,{PERFORMANCE#Negative};{PRICE#Neutral};{GENERAL#Negative};
2633,Với số tiền như thế thì máy quá tuyệt vời. Đã dùng và cảm thấy hài lòng. Cùng phân khúc sẽ k có đôi thủ.,5,4/5/2019,{PRICE#Positive};{GENERAL#Positive};{OTHERS};
2634,"Máy này phù hợp với những nhu cầu mình cần:
+Xem phim trong bộ nhớ máy (pin quá trâu + Funtouch OS cho màu đẹp)=> mắt muốn lên độ vì coi nhiều ~8=>9h
+Game thì mình toàn chơi thể loại....... waifu, anime, rhythm,.....(offline) Nên không biết lag là gì
+Pin thì quá tuyệt, xem anime ~8=>9h không cần sạc với độ sáng 120%
Tóm lại là máy rất phù hợp với các anh em Otaku, waifu (|)w(|)",5,25/12/2019,{SCREEN#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{OTHERS};
2635,"máy chơi game mượt,chụp ảnh tốt,nhưng pin quá thấp,xài trong vòng một ngày mà phải sạc hai lần,đặc biệt không có jack tai nghe 3.5mm ̣đi đâu cũng phải cầm theo jack chuyển đổi âm thanh cho ra không tốt",3,13/04/2019,{CAMERA#Positive};{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Positive};{DESIGN#Negative};
2636,"Rất tốt  
Sản phẩm giá rẻ mà sử dụng rất bền 
Chs những tựa game nặng như ff liên quân mobile hay pubg rất tốt",5,5/8/2020,{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};
2637,"camera quay tốt ko ạ mong mọi người cho mik xin ý kiến 
mik định mua redmi c2 hoặc nokia 2.3 mà k biết máy nào có camera tốt",5,10/2/2020,{CAMERA#Positive};{OTHERS};
2638,Máy A51 của mình dùng ổn. Tuy nhiên mới đây mình phát hiện máy của mình bị cong. Mình nghĩ do mình đúc túi quần nhiều. Nhưng trước đây mình dùng A50 không xảy ra hiện tượng như vậy,4,24/07/2020,{DESIGN#Negative};{GENERAL#Positive};
2639,"cấu hình vô địch trong tầm giá , nhưng sóng gió không biết thế nào ? tôi sẽ mua nó khi lĩnh lương",5,2 tuần trước,{PERFORMANCE#Positive};{PRICE#Neutral};{OTHERS};
2640,Mới xài 1 tuần thấy mọi thứ cũng ổn. Ở mức trung bình. Chúc vsmart thành công. Với mình sản phẩm thương hiệu việt được 80% như hàng ngoại cùng mức giá là mình ủng hộ rồi. Mãnh liệt tinh thần Việt Nam!!!,5,29/06/2020,{GENERAL#Neutral};{SER&ACC#Positive};
2641,"Mình mới sài. Máy mượt, pin tuyệt vời. Có cái màn hình sao các ứng dụng nằm hết ở ngoài, k có màn hình trống",5,28/12/2019,{BATTERY#Positive};{PERFORMANCE#Negative};{GENERAL#Positive};{OTHERS};
2642,"Màn hình to chơi game sướng, camera đẹp , pin chưa được ngon, mặt lưng đẹp, nhân viên phục vụ nhiệt tình vui vẻ",4,29/10/2019,{SCREEN#Positive};{CAMERA#Positive};{BATTERY#Negative};{PERFORMANCE#Positive};{DESIGN#Positive};{SER&ACC#Positive};
2643,"Máy mượt, thiết kế đẹp, đặc biệt là pin trâu, camera chụp rất chân thực, nhân viên nhiệt tình.",5,9/12/2018,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{SER&ACC#Positive};
2644,"Máy ok . Chiến game mượt. Với mức giá không phải bàn cãi.
Chụp hình ổn! Pin trâu.
Nhân viên ở 136 Nguyễn Thái Học chăm sóc khách rất tận tình, giải quyết cho giao dịch nhanh chóng.",5,13/03/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
2645,"Sài rất ổn, mua được khoảng 10 ngày rồi thấy không có vấn đề gì cả, pin sài lâu, camera cũng khá là ảo diệu❤️",5,17/03/2020,{CAMERA#Positive};{BATTERY#Positive};{GENERAL#Positive};
2646,"Bên ngoài nhìn đẹp mắt, bên trong mượt còn chụp ảnh đẹp. Với giá tiền như vậy thì đây là sản phẩm đáng để dùng",5,4/7/2020,{CAMERA#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Positive};{GENERAL#Positive};
2647,Con này đỉnh cao đấy. Sử dụng k phải nghĩ. Hdh tối giản nên rất nhanh mỗi tội là vì tối giản quá nên k phục vụ công việc đc,5,6 ngày trước,{PERFORMANCE#Neutral};{GENERAL#Positive};
2648,"giá quá chát màn thì hd+ , chip thì cũng phải snapdragon 675 hoặc snapdragon 710",1,24/09/2019,{SCREEN#Neutral};{PERFORMANCE#Neutral};{PRICE#Negative};
2649,"Đã mua,và tôi rất hối hận khi nge anh chị ơ tgdd tư vấn,sản phẩm quá tệ so vơi anh chị tư vấn,bảo sạc nhanh tôi sạc gân 2 tiếng mới đầy thua cái oppo a7 t xai mấy năm nay nua,game thì thôi..thua",1,6/3/2020,{BATTERY#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};{SER&ACC#Negative};
2650,"Mọi người vào xem giúp mình cái clip xem có bị tình trạng giống mình ko nhé. 
Trước khi màn hình tắt hẳn thì nó nháy 1 phát rất sáng.
Như trong clip mọi người chú ý nó nháy ở giây thứ 11 và ở 1'2s đó
https://youtu.be/8QvV4UdNeNc",4,13/05/2020,{OTHERS};
2651,"Mua hôm 19.7.2020 cam ổn, pin dùng 3g cả ngày ổn, nhạc chuông hơi nhỏ dù đã chỉnh loa hết mức,",5,24/07/2020,{CAMERA#Positive};{FEATURES#Negative};{BATTERY#Positive};{OTHERS};
2652,Mọi người cho em hỏi dùng ss A71 loa trong nghe có kém ko ạ? E đang dùng thấy nghe không được rõ nét ạ.,5,31/05/2020,{FEATURES#Negative};{OTHERS};
2653,"Tạm cho 4* vì mới mua. Máy thấy ổn trong tầm giá
 Nhân viên tgdd tt Lấp Vò nhiệt tình , dịch vụ chăm sóc khách hàng tốt!",4,31/05/2020,{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};
2654,"Mới mua 1 ngày vê cảm nhận là hơi nặng so và dày, thiết kế đẹp nhưng mà mình là người ưa nhỏ gọn nên lỡ mua cái này cảm thấy ko thoãi mái.",3,3 tuần trước,{DESIGN#Neutral};{GENERAL#Negative};
2655,Màn hình xài 1 tháng ko nhạy.....toàn bấm 2 3 cái rất ức chế.....hơi chán cần khắc phục về lỗi này,3,25/07/2020,{FEATURES#Negative};
2656,Sac pin ip11 phần viền kim loại khi đụng vào có cảm giác tê tay như có điện là máy có lỗi gì k và làm sao khắc phục,5,9/4/2020,{DESIGN#Negative};{OTHERS};
2657,Đien thoại OK trong tầm giá....a nhân viên rất nhiệt tình ...e  cảm ơn  rất nhiều,5,22/06/2020,{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};
2658,"Em mới mua máy hồi chiều mà về chơi game lag k dùng được,  chạy chậm , chán mong được hỗ trợ",2,1 ngày trước,{PERFORMANCE#Negative};{OTHERS};
2659,"Bắt sóng wifi và 4g kém ,vân tay không nhạy nhiều lúc không sử dụng được vân tay chán.",1,12/4/2020,{FEATURES#Negative};
2660,"Pin xài được lâu mà sạc cũng nhanh đầy nữa. Mình chọn màu aura bạn bè ai cũng khen hết. Chơi game thì thì ok, chụp ảnh thì cực nét luôn. Nhân viên thì nhiệt tình quá trời!!!",5,23/04/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{SER&ACC#Positive};
2661,"Máy ngon pin sử dụng ok.
Camera trước chụp ảnh đẹp.
Cam sau chup ảnh khá ok.
Cấu hình quá ok rồi.",5,9/4/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
2662,Máy dùng tốt. Chỉ có điểm trừ ở microphone khi ghi âm và quay vid rất ồn. Bị vỡ tiếng đặc biệt là khi nhạc to. Camera khi bật 48mp thấy không khác gì mấy,3,13/05/2019,{CAMERA#Negative};{FEATURES#Negative};{GENERAL#Positive};
2663,"Ổn hết, sao cứ bị tắt nguồn quài, 1 chút cái tự tắt nguồn mở ko lên, ko biết sao nửa",4,23/04/2020,{PERFORMANCE#Negative};{GENERAL#Positive};
2664,"con này có bền không, liệu sau 3 năm nó còn ngon không, và có dễ bị lỗi loạn cảm ứng không",3,3 tuần trước,{OTHERS};
2665,Sp rất tuyệt vời nhân viên từ vẫn rất nhiệt tình nhug có điều mang hình không được nhảy cho làm nói chug là ok cho TGDD⭐️⭐️⭐️⭐️⭐️,5,24/03/2019,{FEATURES#Negative};{GENERAL#Positive};{SER&ACC#Positive};
2666,Máy tốt. Pin trâu chơi game mượt.,5,1/5/2019,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
2667,"Mới mua đc nửa tháng, thấy máy dùng ok. Chạy mượt, pin trâu và sạc nhanh. Chơi game chán ko hết pin",5,26/10/2019,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};
2668,32GB quả nhiên là không đủ chán itel ghê ước gì có liên kết bộ nhớ thành bộ nhớ trong thì tốt biết mấy,5,25/01/2020,{STORAGE#Negative};{OTHERS};
2669,"Máy tốt , pin khá trâu , chs liên quân tốt , camera tốt , vừa túi tiền , nhân viên tư vấn nhiệt tình tại tgdd dư khánh - ninh thuận , thik nhất chị áo xanh",5,31/01/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
2670,Mới mua 1 con 7plus hôm qua đem về nhà còn 34% sáng nay tụt hẳn còn 8% so vs con 7plus 2 năm trước thì năm nay quá tệ,2,15/07/2019,{BATTERY#Negative};{GENERAL#Negative};
2671,"Vân tay chậm, lúc được lúc không, pin 4500 xài hết khá nhanh. nhận diện khuôn mặt nhanh ok",3,24/07/2019,{FEATURES#Negative};{BATTERY#Negative};
2672,Mình mới mua 1 con . Xài ổn các bác ak. Pin xài 1 tuần. Nhân viên nhiệt tình. Mình cho 5 sao... Intel vlua 100,5,5/7/2020,{BATTERY#Positive};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};
2673,im mượt chơi game thì bao ngon không có Google trả sao biết công nghệ dùng đc hết,5,18/05/2020,{PERFORMANCE#Positive};{OTHERS};
2674,Máy cập nhật lên MIUI 1 11.0.6 thì chơi nhanh nóng và tuth pin nhanh mong sớm giải pháp khắc phục,3,17/02/2020,{BATTERY#Negative};{PERFORMANCE#Negative};{OTHERS};
2675,"Mình rất thích xài iphone. Bền , ít khi lỗi, thiết kế sang trọng và đẹp. Càng rất thích mua hàng ở điện máy xanh nữa",5,13/07/2019,{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};{SER&ACC#Positive};
2676,"Lỗi: gọi điện bật loa ngoài, người nghe không nghe thấy tiếng của mình. Gọi zalo video call, người nghe không nghe thấy tiếng của mình. Đã update bản mới nhất 11.0.10, factory reset nhưng vẫn lỗi.",1,13/08/2020,{FEATURES#Negative};{PERFORMANCE#Negative};
2677,Mua điện thoại chưa được 1 tháng nhưng thường xuyên mất kết nối sim phải tắt máy khởi động lại và thay đổi sim khác rất bất tiện.,1,12/7/2020,{FEATURES#Negative};
2678,"máy tệ kinh khủng, mới mua được 1 ngày mà sài hay bị đứng, bị treo máy suốt, rất bực. 
khuyên các bạn có muốn mua nên thêm vài trăm mua loại C3 thì tốt hơn.
cha mẹ mình sài C3 cũng ổn lắm. không tệ như máy này",1,12/5/2020,{PERFORMANCE#Negative};{GENERAL#Negative};{OTHERS};
2679,"Dịch vụ của TGDD rất tốt nhưng xài Dt mà bực mình, cứ khoảng 30p không xài thì dù wifi bình thường nhưng vẫn báo không có mạng, tin nhắn không vào, chỉ khi tắt rồi bật chế độ wifi lại thì ok. Cầm DT cả ngày không sao, chỉ cần không đụng tới 1 chút là bị vậy. Máy đầu bị lỗi wifi, hở sáng 4 góc và 1 điểm đen trên màn hình. Đổi máy mới thì tình trạng vẫn y nguyên, chỉ đỡ hơn là không bị điểm đen",2,23/04/2020,{SCREEN#Negative};{FEATURES#Negative};{GENERAL#Negative};{SER&ACC#Positive};
2680,Chơi game con master ko tôi ưu được cái gốc dưới  bi y như hình co ai bi giôg minh ko vây mn,3,7/6/2020,{PERFORMANCE#Negative};{OTHERS};
2681,Xài đc 1 tuần thay chơi game thi ok. Camera sau thì dep. Camera trước quá xấu. Pin mau hết. Con này mua chơi game thi ok. Con mua selfie thi ko nên mua,4,24/05/2019,{CAMERA#Neutral};{BATTERY#Negative};{PERFORMANCE#Positive};
2682,"Ok trong tầm giá, đẹp, chơi game lq thấy ổn vì mình giải trí thi thoảng chứ ko phải chuyên game, pin và camera ổn",5,2 tuần trước,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};
2683,"Tàm tạm,mấy chơi game ok,sạc 50% là nóng như châu phi,chụp hình dở,ko cho sạc nhanh :( ,tưỡng Xiaomi thế lào hóa ra là như thế)",2,18/01/2020,{CAMERA#Negative};{BATTERY#Negative};{PERFORMANCE#Positive};{GENERAL#Neutral};{SER&ACC#Negative};
2684,sản phẩm cực tốt pin cực trâu chứ không như một số bạn nói. bắn PUG cực đã nhé . sẽ không hối hận khi sài . nếu ai pin mau hết có thể sạc thử,5,23/05/2019,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};
2685,"xài hơn 3 tháng mình thấy mọi thứ A71 này đều có thể đáp ứng mình, chơi game ok ; camera khá ổnchụp về đêm hơi tụt mood nhưng vẫn chấp nhận được ; pin trâu mình xài cả ngày vẫn không hết, sạc nhanh rất tốt.",5,4 ngày trước,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
2686,"Đã dùng được 2 tuần. Không chơi game nhưng thỉnh thoảng dùng ứng dụng máy vẫn bị giật lag. Camera trước dù là thông số là 8mp nhưng quay video thì xấu thậm tệ. Máy khi sạc rất nóng, pin dùng thoải mái trong 1 ngày. Nói chung là mọi thứ đều ổn được, trừ camera trước.",4,17/03/2020,{CAMERA#Negative};{BATTERY#Neutral};{PERFORMANCE#Negative};{GENERAL#Positive};{OTHERS};
